,bu_code,bu_naam,gemeente,provincie,netbeheerder,NAL_regio,RES_regio,Jaar,aantal_personenautos,aantal_evs_L,thuislaadpunten_L,werklaadpunten_L,publiekelaadpunten_L,bestemmingslaadpunten_L,laadpunten_parkeergarages_L,laadpunten_parkeerpleinen_L,snellaadpunten_L,vermogen_snellaadpunten_L,aantal_evs_M,thuislaadpunten_M,werklaadpunten_M,publiekelaadpunten_M,bestemmingslaadpunten_M,laadpunten_parkeergarages_M,laadpunten_parkeerpleinen_M,snellaadpunten_M,vermogen_snellaadpunten_M,aantal_evs_H,thuislaadpunten_H,werklaadpunten_H,publiekelaadpunten_H,bestemmingslaadpunten_H,laadpunten_parkeergarages_H,laadpunten_parkeerpleinen_H,snellaadpunten_H,vermogen_snellaadpunten_H,datum_bijgewerkt
75421,BU02330101,Ermelo - Centrum,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2040,1743.627066,1167.698149,275.6156429,198.0006482,172.033874,0.0,0.0,0.0,3.322900579,266.1390917,1678.293856,363.795657,236.578877,222.5762847,0.0,0.0,0.0,3.899101266,312.2883893,1743.627066,375.0787197,214.48085,212.8281948,0.0,0.0,0.0,4.364750674,349.5833693,2024-02-28
75422,BU02330101,Ermelo - Centrum,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2041,1750.480981,1272.478598,293.4230467,208.2193119,182.5216318,0.0,0.0,0.0,3.498738257,280.2223539,1750.480981,375.8659208,246.939361,225.3329436,0.0,0.0,0.0,4.061069397,325.2608061,1750.480981,375.8659208,223.4213266,206.9384176,0.0,0.0,0.0,4.503897853,360.7280012,2024-02-28
75423,BU02330101,Ermelo - Centrum,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2042,1755.300158,1383.447806,312.5213097,217.8922415,193.2914891,0.0,0.0,0.0,3.66438935,293.4897479,1755.300158,376.6450634,256.3174522,219.4589072,0.0,0.0,0.0,4.212885003,337.4200828,1755.300158,376.6450634,240.0433282,207.5155653,0.0,0.0,0.0,4.517827434,361.8436548,2024-02-28
75424,BU02330101,Ermelo - Centrum,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2043,1757.319393,1523.365889,337.0265736,227.9571601,207.3900166,0.0,0.0,0.0,3.820908983,306.0257814,1757.319393,377.428412,265.2979986,213.5016903,0.0,0.0,0.0,4.355683042,348.8571208,1757.319393,377.428412,256.8758399,207.6921205,0.0,0.0,0.0,4.529435418,362.7733661,2024-02-28
75425,BU02330101,Ermelo - Centrum,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2044,1756.427514,1705.304527,369.5019827,238.2156569,226.2572011,0.0,0.0,0.0,3.968963167,317.8837968,1756.427514,378.3621612,273.8132859,207.4313164,0.0,0.0,0.0,4.538721806,363.5171352,1756.427514,378.3621612,273.8132859,207.4313164,0.0,0.0,0.0,4.538721806,363.5171352,2024-02-28
75426,BU02330101,Ermelo - Centrum,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2045,1757.609591,1757.609591,378.3621612,247.0282878,227.609841,0.0,0.0,0.0,4.109142412,329.1110894,1757.609591,378.3621612,273.813127,207.6001847,0.0,0.0,0.0,4.55032979,364.4468466,1757.609591,378.3621612,273.813127,207.6001847,0.0,0.0,0.0,4.55032979,364.4468466,2024-02-28
75427,BU02330101,Ermelo - Centrum,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2046,1761.298863,1761.298863,378.3621612,255.3766048,222.8185569,0.0,0.0,0.0,4.242223484,339.7698722,1761.298863,378.3621612,273.8130076,208.1272235,0.0,0.0,0.0,4.559616177,365.1906156,1761.298863,378.3621612,273.8130076,208.1272235,0.0,0.0,0.0,4.559616177,365.1906156,2024-02-28
75428,BU02330101,Ermelo - Centrum,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2047,1767.067071,1767.067071,378.3621612,263.3940694,218.5582074,0.0,0.0,0.0,4.368655205,349.8960925,1767.067071,378.3621612,273.8128808,208.9512532,0.0,0.0,0.0,4.568902564,365.9343847,1767.067071,378.3621612,273.8128808,208.9512532,0.0,0.0,0.0,4.568902564,365.9343847,2024-02-28
75429,BU02330101,Ermelo - Centrum,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2048,1768.6598,1768.6598,378.3621612,270.6692204,213.8794328,0.0,0.0,0.0,4.488958614,359.5314816,1768.6598,378.3621612,273.8127173,209.1787859,0.0,0.0,0.0,4.578188952,366.6781538,1768.6598,378.3621612,273.8127173,209.1787859,0.0,0.0,0.0,4.578188952,366.6781538,2024-02-28
75430,BU02330101,Ermelo - Centrum,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2049,1769.358386,1769.358386,378.3621612,273.812664,209.2785839,0.0,0.0,0.0,4.585153742,367.2359806,1769.358386,378.3621612,273.812664,209.2785839,0.0,0.0,0.0,4.585153742,367.2359806,1769.358386,378.3621612,273.812664,209.2785839,0.0,0.0,0.0,4.585153742,367.2359806,2024-02-28
75431,BU02330101,Ermelo - Centrum,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2050,1769.771361,1769.771361,378.3621612,273.8125787,209.3375803,0.0,0.0,0.0,4.59444013,367.9797497,1769.771361,378.3621612,273.8125787,209.3375803,0.0,0.0,0.0,4.59444013,367.9797497,1769.771361,378.3621612,273.8125787,209.3375803,0.0,0.0,0.0,4.59444013,367.9797497,2024-02-28
75432,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2023,225.5533068,13.68235975,13.68235975,5.501176956,3.268544433,0.0,0.0,0.0,0.08431593,6.323694733,13.68235975,13.68235975,5.501176956,3.268544433,0.0,0.0,0.0,0.08431593,6.323694733,13.68235975,13.68235975,5.501176956,3.268544433,0.0,0.0,0.0,0.08431593,6.323694733,2024-02-28
75433,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2024,228.0598428,16.64072508,15.88388251,6.143182341,3.797388009,0.0,0.0,0.0,0.095556478,7.166735836,17.23559072,16.05062165,6.25695007,3.887978887,0.0,0.0,0.0,0.097362285,7.302171363,17.83030402,16.21731808,6.167565069,3.982506499,0.0,0.0,0.0,0.099323446,7.449258443,2024-02-28
75434,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2025,247.7759054,21.69359654,16.81815067,6.879152338,4.865924448,0.0,0.0,0.0,0.107836915,8.087768652,23.27218962,17.22554904,7.154362968,5.106897,0.0,0.0,0.0,0.112226668,8.417000107,24.91473349,17.64945164,6.968535358,5.366559731,0.0,0.0,0.0,0.117122979,8.784223417,2024-02-28
75435,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2026,252.9727395,26.38082618,17.89053601,7.679442674,5.693949494,0.0,0.0,0.0,0.121187551,9.089066293,29.31009799,18.63127002,8.171218011,6.131541629,0.0,0.0,0.0,0.129071082,9.680331126,32.47917778,19.43264502,7.879388796,6.61801848,0.0,0.0,0.0,0.138099167,10.35743752,2024-02-28
75436,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2027,257.7845098,31.83292795,19.12262969,8.558461031,6.61889005,0.0,0.0,0.0,0.135757955,10.18184664,36.63047843,20.31370755,9.332884154,7.319777511,0.0,0.0,0.0,0.148227552,11.11706636,42.02276486,21.65243926,8.922647488,8.123107009,0.0,0.0,0.0,0.162891888,12.21689164,2024-02-28
75437,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2028,265.1954246,38.55267913,20.528577,9.512419589,7.758515972,0.0,0.0,0.0,0.151705594,11.37791959,45.94947387,22.31462857,10.64680299,8.818578146,0.0,0.0,0.0,0.170069256,12.75519417,54.5799583,24.39857044,10.10359875,10.07049475,0.0,0.0,0.0,0.192258195,14.41936466,2024-02-28
75438,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2029,265.4907189,45.20491945,22.12984209,10.54909091,8.741763936,0.0,0.0,0.0,0.16922582,12.6919365,55.80879713,24.68911137,12.13483864,10.21981191,0.0,0.0,0.0,0.195056919,14.62926892,68.64222985,27.78648868,11.44141929,12.01737142,0.0,0.0,0.0,0.227148706,17.03615293,2024-02-28
75439,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2030,265.5991017,52.75787093,23.95750238,11.69038654,9.816202758,0.0,0.0,0.0,0.188532006,14.13990047,67.46946683,27.50949993,13.83687053,11.81065428,0.0,0.0,0.0,0.223721168,16.77908763,85.91994114,31.96421988,12.97206612,14.30676357,0.0,0.0,0.0,0.268706768,20.15300763,2024-02-28
75440,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2031,265.8749864,61.33100161,26.02573417,12.9361195,10.99677148,0.0,0.0,0.0,0.209842903,15.73821775,81.24293279,30.83276506,15.76957403,13.62340797,0.0,0.0,0.0,0.256651885,19.24889137,108.0195678,37.29703568,14.7094346,17.15066521,0.0,0.0,0.0,0.321123946,24.08429596,2024-02-28
75441,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2032,266.0334445,71.06256342,28.38376831,14.31197204,12.2926016,0.0,0.0,0.0,0.233434306,17.50757293,97.48766461,34.7664061,17.98282436,15.68441074,0.0,0.0,0.0,0.294584061,22.09380454,129.7399012,42.55651226,16.69833691,19.68058478,0.0,0.0,0.0,0.368091462,27.60685965,2024-02-28
75442,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2033,266.4176543,82.11657252,31.05055041,15.81636873,13.72393631,0.0,0.0,0.0,0.259576248,19.46821856,116.2978711,39.30527704,20.4373721,17.98499718,0.0,0.0,0.0,0.337336086,25.30020649,151.0931683,47.70828334,18.90072758,21.94552723,0.0,0.0,0.0,0.410428155,30.78211165,2024-02-28
75443,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2034,266.7215399,94.63118762,34.07602268,17.47656249,15.29624753,0.0,0.0,0.0,0.288609804,21.64573528,134.8227766,43.7835893,22.63618048,20.06946886,0.0,0.0,0.0,0.376414012,28.23105091,172.0618679,52.7780324,20.85762344,23.97000683,0.0,0.0,0.0,0.448853028,33.66397708,2024-02-28
75444,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2035,267.1475993,108.7964125,37.48891181,19.3010635,17.02938831,0.0,0.0,0.0,0.320872626,24.06544693,153.0876455,48.18322666,24.60393099,21.96939666,0.0,0.0,0.0,0.412275064,30.92062977,193.8524242,58.02606347,22.59544682,25.94927571,0.0,0.0,0.0,0.483890014,36.29175103,2024-02-28
75445,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2036,267.8678905,124.58032,41.25733541,21.25318895,18.90850392,0.0,0.0,0.0,0.355633591,26.67251933,171.2941304,52.52059204,26.3812188,23.73786558,0.0,0.0,0.0,0.445325922,33.39944412,218.2082823,63.83215336,24.1542328,28.1200184,0.0,0.0,0.0,0.515996991,38.6997743,2024-02-28
75446,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2037,268.7879558,140.2743143,44.96830209,23.03383312,20.66913602,0.0,0.0,0.0,0.388013181,29.10098859,190.1214725,56.96109022,28.06347805,25.47880892,0.0,0.0,0.0,0.475882035,35.69115266,251.8512884,71.81274138,25.62317561,31.29677706,0.0,0.0,0.0,0.545525748,40.91443111,2024-02-28
75447,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2038,269.8652271,155.8853551,48.62159713,24.6599262,22.32293925,0.0,0.0,0.0,0.418263972,31.3697979,210.508863,61.72758671,29.69958073,27.31721169,0.0,0.0,0.0,0.504234278,37.81757087,269.8652271,75.96914531,27.04783245,32.38667634,0.0,0.0,0.0,0.572795935,42.95969515,2024-02-28
75448,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2039,269.6913176,170.548016,52.21745942,26.15045549,23.72043931,0.0,0.0,0.0,0.446604041,33.49530305,233.6408933,67.38431434,31.27886678,29.34644405,0.0,0.0,0.0,0.530629996,39.79724971,269.6913176,76.05045192,28.41908468,31.24989163,0.0,0.0,0.0,0.598076458,44.85573436,2024-02-28
75449,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2040,269.4215746,185.348209,55.8759999,27.57483602,25.05469415,0.0,0.0,0.0,0.473222661,35.49169959,266.3948389,75.40279223,32.94748678,32.41559706,0.0,0.0,0.0,0.555280856,41.64606419,269.4215746,76.13203216,29.86997428,30.17347044,0.0,0.0,0.0,0.621595164,46.61963728,2024-02-28
75450,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2041,267.8014054,199.9792687,59.753779,28.99795245,26.25047095,0.0,0.0,0.0,0.498264149,37.36981117,267.8014054,76.21396585,34.39035401,31.54775159,0.0,0.0,0.0,0.578347146,43.37603597,267.8014054,76.21396585,31.1150822,28.97242493,0.0,0.0,0.0,0.641411465,48.10585986,2024-02-28
75451,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2042,269.1037787,217.8764131,63.90709744,30.34506647,27.88902674,0.0,0.0,0.0,0.521854939,39.13912044,269.1037787,76.29506081,35.69640694,30.82441231,0.0,0.0,0.0,0.59996759,44.99756926,269.1037787,76.29506081,33.4299684,29.14689327,0.0,0.0,0.0,0.643395212,48.25464087,2024-02-28
75452,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2043,268.9279167,239.4795572,69.24171327,31.74677136,29.86007501,0.0,0.0,0.0,0.544145295,40.81089715,268.9279167,76.37659353,36.94709524,29.92439176,0.0,0.0,0.0,0.620303819,46.52278645,268.9279167,76.37659353,35.77417158,29.1101226,0.0,0.0,0.0,0.645048334,48.37862505,2024-02-28
75453,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2044,267.2595286,266.5532275,76.30132938,33.17543521,32.33492136,0.0,0.0,0.0,0.565230066,42.39225492,267.2595286,76.47378029,38.13298859,28.85789762,0.0,0.0,0.0,0.646370832,48.47781239,267.2595286,76.47378029,38.13298859,28.85789762,0.0,0.0,0.0,0.646370832,48.47781239,2024-02-28
75454,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2045,267.1187239,267.1187239,76.47378029,34.40273853,31.61732797,0.0,0.0,0.0,0.585193346,43.88950093,267.1187239,76.47378029,38.13296646,28.83778265,0.0,0.0,0.0,0.648023954,48.60179656,267.1187239,76.47378029,38.13296646,28.83778265,0.0,0.0,0.0,0.648023954,48.60179656,2024-02-28
75455,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2046,268.2480277,268.2480277,76.47378029,35.56537852,31.04610789,0.0,0.0,0.0,0.604145757,45.31093179,268.2480277,76.47378029,38.13294983,28.99911177,0.0,0.0,0.0,0.649346452,48.7009839,268.2480277,76.47378029,38.13294983,28.99911177,0.0,0.0,0.0,0.649346452,48.7009839,2024-02-28
75456,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2047,268.0051724,268.0051724,76.47378029,36.68194189,30.29611555,0.0,0.0,0.0,0.622151218,46.66134134,268.0051724,76.47378029,38.13293217,28.96441816,0.0,0.0,0.0,0.65066895,48.80017124,268.0051724,76.47378029,38.13293217,28.96441816,0.0,0.0,0.0,0.65066895,48.80017124,2024-02-28
75457,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2048,267.7685781,267.7685781,76.47378029,37.69512593,29.58074525,0.0,0.0,0.0,0.63928393,47.94629476,267.7685781,76.47378029,38.13290941,28.93061898,0.0,0.0,0.0,0.651991448,48.89935858,267.7685781,76.47378029,38.13290941,28.93061898,0.0,0.0,0.0,0.651991448,48.89935858,2024-02-28
75458,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2049,266.0334228,266.0334228,76.47378029,38.13290199,28.68273964,0.0,0.0,0.0,0.652983321,48.97374909,266.0334228,76.47378029,38.13290199,28.68273964,0.0,0.0,0.0,0.652983321,48.97374909,266.0334228,76.47378029,38.13290199,28.68273964,0.0,0.0,0.0,0.652983321,48.97374909,2024-02-28
75459,BU02330201,Tonsel,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2050,267.1432125,267.1432125,76.47378029,38.1328901,28.84128103,0.0,0.0,0.0,0.654305819,49.07293643,267.1432125,76.47378029,38.1328901,28.84128103,0.0,0.0,0.0,0.654305819,49.07293643,267.1432125,76.47378029,38.1328901,28.84128103,0.0,0.0,0.0,0.654305819,49.07293643,2024-02-28
75460,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2023,323.6072854,24.41081324,23.07454326,50.47363928,7.117712279,0.0,0.0,0.0,1.706652606,135.4933202,24.41081324,23.07454326,50.47363928,7.117712279,0.0,0.0,0.0,1.706652606,135.4933202,24.41081324,23.07454326,50.47363928,7.117712279,0.0,0.0,0.0,1.706652606,135.4933202,2024-02-28
75461,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2024,329.3919493,29.88742895,23.69722037,56.36407844,8.309560504,0.0,0.0,0.0,1.934174388,153.5565638,30.95583218,23.8287841,57.4079044,8.507794234,0.0,0.0,0.0,1.970726025,156.4584447,32.02396182,23.96031414,56.58779148,8.714642442,0.0,0.0,0.0,2.010422209,159.6099752,2024-02-28
75462,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2025,332.9904274,36.25403813,24.43655387,63.11664874,9.624338709,0.0,0.0,0.0,2.182744745,173.2908804,38.89216102,24.75816432,65.64172332,10.10095964,0.0,0.0,0.0,2.271598452,180.3450892,41.6371576,25.09280361,63.93674349,10.61454799,0.0,0.0,0.0,2.370705484,188.2133225,2024-02-28
75463,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2026,339.3169538,44.00199622,25.28619577,70.45936214,11.18943722,0.0,0.0,0.0,2.452977148,194.7449745,48.88788591,25.87129104,74.97143131,12.04936928,0.0,0.0,0.0,2.612548998,207.4135865,54.17376423,26.50428577,72.29388019,13.00536691,0.0,0.0,0.0,2.795287958,221.9214649,2024-02-28
75464,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2027,339.4959646,52.1322581,26.2637618,78.52441001,12.69169619,0.0,0.0,0.0,2.747899107,218.1592037,59.98912694,27.20523328,85.62979012,14.0356452,0.0,0.0,0.0,3.000298256,238.1974931,68.819985,28.26341577,81.8658433,15.57602642,0.0,0.0,0.0,3.297121513,261.7626688,2024-02-28
75465,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2028,343.5994254,62.11451763,27.38116581,87.27703885,14.52556822,0.0,0.0,0.0,3.070697896,243.78661,74.03193419,28.79409505,97.68507677,16.51022682,0.0,0.0,0.0,3.442399782,273.2964953,87.93702172,30.44268262,92.70114429,18.85407712,0.0,0.0,0.0,3.891529764,308.9534956,2024-02-28
75466,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2029,343.5390464,72.73854563,28.65639468,96.78856241,16.33896532,0.0,0.0,0.0,3.425327663,271.9411181,89.80108328,30.68299925,111.3378961,19.10153987,0.0,0.0,0.0,3.948179184,313.4509651,110.4511639,33.13571458,104.9757306,22.46130373,0.0,0.0,0.0,4.597754321,365.0215611,2024-02-28
75467,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2030,348.7994053,86.15659885,30.11546221,107.2600205,18.65573671,0.0,0.0,0.0,3.816107356,302.9656148,110.1814703,32.9314677,126.9541441,22.44620064,0.0,0.0,0.0,4.528376975,359.5136054,140.3121425,36.46314688,119.0195101,27.19006736,0.0,0.0,0.0,5.438937904,431.8041952,2024-02-28
75468,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2031,347.3142958,99.62707678,31.77138656,118.6896976,20.76987713,0.0,0.0,0.0,4.247464728,337.211625,131.9723417,35.58764883,144.6868184,25.7308711,0.0,0.0,0.0,5.194933025,412.4323377,175.4687433,40.71958008,134.9599734,32.39289001,0.0,0.0,0.0,6.499922624,516.037121,2024-02-28
75469,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2032,345.6922313,114.8276305,33.66583609,131.3132298,23.07583503,0.0,0.0,0.0,4.724982186,375.122343,157.5270718,38.74129883,164.9935273,29.44298421,0.0,0.0,0.0,5.962724433,473.3882737,209.6423872,44.93597804,153.2082753,36.94465519,0.0,0.0,0.0,7.450599837,591.5125937,2024-02-28
75470,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2033,345.7509925,132.5206021,35.81658396,145.1161626,25.71816111,0.0,0.0,0.0,5.25412553,417.1317059,187.6827469,42.39326917,187.5141548,33.70323531,0.0,0.0,0.0,6.828075223,542.0895731,243.8357694,49.08809137,173.4153461,41.12512562,0.0,0.0,0.0,8.307543812,659.5464654,2024-02-28
75471,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2034,345.7089667,152.5242844,38.26163473,160.3485432,28.61694614,0.0,0.0,0.0,5.841798518,463.7878116,217.3041259,46.01051995,207.6883578,37.54691523,0.0,0.0,0.0,7.619057945,604.886697,277.3252025,53.19016754,191.3699868,44.84422686,0.0,0.0,0.0,9.085307976,721.2941512,2024-02-28
75472,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2035,344.4671007,174.4468774,41.02541793,177.088453,31.66187686,0.0,0.0,0.0,6.494835607,515.6332563,245.4645435,49.5780403,225.7425906,40.84658353,0.0,0.0,0.0,8.344927388,662.514395,310.827805,57.44970551,207.314624,48.24617053,0.0,0.0,0.0,9.794497373,777.5975991,2024-02-28
75473,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2036,343.6154719,198.725522,44.08425246,194.9993249,34.93162727,0.0,0.0,0.0,7.198438025,571.4931468,273.2415158,53.1087861,242.0493163,43.85340459,0.0,0.0,0.0,9.013915242,715.6261913,343.6154719,61.63168302,221.6165818,51.28313023,0.0,0.0,0.0,10.44437998,829.1926052,2024-02-28
75474,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2037,343.0275299,222.6124643,47.10797139,211.3368454,37.93698024,0.0,0.0,0.0,7.853838633,623.5262344,301.7188835,56.73492683,257.4841491,46.76485121,0.0,0.0,0.0,9.632406568,764.7290041,343.0275299,61.76203463,235.0942231,49.30075016,0.0,0.0,0.0,11.04207641,876.6444854,2024-02-28
75475,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2038,341.2908613,245.1518636,50.09604776,226.2563501,40.52094021,0.0,0.0,0.0,8.466149866,672.1384017,331.0550888,60.63603964,272.4954925,49.58661981,0.0,0.0,0.0,10.20628898,810.2902583,341.2908613,61.89192914,248.1655378,47.27617879,0.0,0.0,0.0,11.59405676,920.4669068,2024-02-28
75476,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2039,342.4243789,269.27531,53.04832346,239.9320486,43.25591681,0.0,0.0,0.0,9.03978586,717.6800925,342.4243789,62.02137152,286.9855399,49.67572724,0.0,0.0,0.0,10.74056905,852.7074321,342.4243789,62.02137152,260.746862,45.82676048,0.0,0.0,0.0,12.10576398,961.0919936,2024-02-28
75477,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2040,343.4339912,293.7997704,56.06184862,253.0008283,45.9015377,0.0,0.0,0.0,9.578577737,760.4554647,343.4339912,62.1512495,302.2952317,48.29993724,0.0,0.0,0.0,11.23953116,892.3206683,343.4339912,62.1512495,274.0588639,44.4540406,0.0,0.0,0.0,12.58180997,998.8858899,2024-02-28
75478,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2041,341.7684929,317.3630043,59.26358382,266.0580096,48.20682313,0.0,0.0,0.0,10.08544661,800.6964289,341.7684929,62.2816902,315.533628,46.58945971,0.0,0.0,0.0,11.70641973,929.3875462,341.7684929,62.2816902,285.4828062,42.78623851,0.0,0.0,0.0,12.98291498,1030.730127,2024-02-28
75479,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2042,341.6783866,341.6783866,62.41079561,278.4178642,50.52854483,0.0,0.0,0.0,10.56295168,838.6061633,341.6783866,62.41079561,327.5167444,45.21563752,0.0,0.0,0.0,12.14404269,964.1309894,341.6783866,62.41079561,306.7220305,42.75492255,0.0,0.0,0.0,13.02306833,1033.917952,2024-02-28
75480,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2043,341.4550963,341.4550963,62.54059794,291.2785934,49.19123732,0.0,0.0,0.0,11.01413444,874.4261368,341.4550963,62.54059794,338.9918871,43.89901168,0.0,0.0,0.0,12.55567166,996.810736,341.4550963,62.54059794,328.2302399,42.70448075,0.0,0.0,0.0,13.05652945,1036.574473,2024-02-28
75481,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2044,341.0769492,341.0769492,62.69532194,304.3866727,47.89111633,0.0,0.0,0.0,11.44091475,908.3087676,341.0769492,62.69532194,349.872532,42.6283563,0.0,0.0,0.0,13.08329834,1038.69969,341.0769492,62.69532194,349.872532,42.6283563,0.0,0.0,0.0,13.08329834,1038.69969,2024-02-28
75482,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2045,340.8972539,340.8972539,62.69532194,315.6472566,46.7089685,0.0,0.0,0.0,11.84499478,940.3891956,340.8972539,62.69532194,349.8723289,42.60268555,0.0,0.0,0.0,13.11675947,1041.35621,340.8972539,62.69532194,349.8723289,42.60268555,0.0,0.0,0.0,13.11675947,1041.35621,2024-02-28
75483,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2046,340.591848,340.591848,62.69532194,326.3145505,45.5632248,0.0,0.0,0.0,12.22861366,970.8451861,340.591848,62.69532194,349.8721764,42.55905613,0.0,0.0,0.0,13.14352836,1043.481427,340.591848,62.69532194,349.8721764,42.55905613,0.0,0.0,0.0,13.14352836,1043.481427,2024-02-28
75484,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2047,341.6284912,341.6284912,62.69532194,336.5590887,44.67069505,0.0,0.0,0.0,12.59306515,999.7794532,341.6284912,62.69532194,349.8720143,42.70714802,0.0,0.0,0.0,13.17029726,1045.606644,341.6284912,62.69532194,349.8720143,42.70714802,0.0,0.0,0.0,13.17029726,1045.606644,2024-02-28
75485,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2048,341.3269024,341.3269024,62.69532194,345.8551149,43.62280692,0.0,0.0,0.0,12.9398512,1027.311238,341.3269024,62.69532194,349.8718055,42.66406391,0.0,0.0,0.0,13.19706616,1047.731861,341.3269024,62.69532194,349.8718055,42.66406391,0.0,0.0,0.0,13.19706616,1047.731861,2024-02-28
75486,BU02330202,Veldzicht,Ermelo,Gelderland,Liander,Oost,Noord-Veluwe,2049,340.8541367,340.8541367,62.69532194,349.8717374,42.59652595,0.0,0.0,0.0,13.21714283,1049.325773,340.8541367,62.69532194,349.8717374,42.59652595,0.0,0.0,0.0,13.21714283,1049.325773,340.8541367,62.69532194,349.8717374,42.59652595,0.0,0.0,0.0,13.21714283,1049.325773,2024-02-28
